date,open,high,low,close,volume
2004-01-01,1.2004795276793736,1.1989601032134505,1.2002141946673144,1.2009934283060224,2078
2004-01-02,1.1995179483056861,1.2010183759329842,1.1996195636173546,1.2007168997036801,4566
2004-01-05,1.2037970518190666,1.206245320088909,1.203820909613274,1.2020122767798815,4803
2004-01-06,1.2050717868573166,1.2047396882231431,1.2052257777840762,1.2050583364926974,4687
2004-01-07,1.204365176687456,1.2049534277150422,1.203489087635884,1.2045900297432508,4938
2004-01-08,1.2031929637479,1.2040385143027341,1.2045934629811772,1.2041217558293524,4489
2004-01-09,1.2102158393626952,1.208106151013731,1.2045598798686221,1.2072801814603673,2471
2004-01-12,1.2077417228864502,1.2086488052560245,1.209132315080583,1.208815050918673,4907
2004-01-13,1.2074472542211971,1.2098495851511193,1.2064434913243065,1.2078761021468032,1337
2004-01-14,1.2093770590702613,1.2103558490585558,1.2077280909203445,1.2089612222339752,3955
2004-01-15,1.2086345998140944,1.210581482078564,1.2055418316611293,1.20803438684835,3865
2004-01-16,1.2080608593964255,1.2060010450088319,1.2043013449931532,1.2071029273412097,4348
2004-01-19,1.209394460392111,1.2079061709185759,1.2051987866624059,1.2075868518843418,4081
2004-01-20,1.2042664490504869,1.2043088461318017,1.2069723037977924,1.203760291395026,4412
2004-01-21,1.1992544249300332,1.2022217495501772,1.1969221594339736,1.20031045573,2127
2004-01-22,1.1989289355463963,1.1985994382771041,1.1951312642231289,1.199185880671518,3392
2004-01-23,1.197468050803363,1.1999915260393659,1.197124466999492,1.1971602184308492,4441
2004-01-26,1.1998569391375458,1.201161544277075,1.1963154192706942,1.1977887130960398,1976
2004-01-27,1.194574859466573,1.194994920249726,1.1967543283052589,1.1959726649449973,1882
2004-01-28,1.194350634047552,1.1931663117525397,1.1960448145557911,1.1931480575423268,3245
2004-01-29,1.1962592694497163,1.1960154920635857,1.1965567856112547,1.1960793550801698,2037
2004-01-30,1.1964656330144263,1.2018925748885518,1.1957080805581242,1.1956278024791969,2703
2004-02-02,1.1956608641719368,1.195903058678157,1.1954725603512764,1.1957628588885727,1871
2004-02-03,1.1920709298860193,1.197268613400458,1.1938311906961576,1.1929133625161457,4409
2004-02-04,1.1925754698464965,1.190291333076882,1.1922914474007298,1.1918245970670953,3589
2004-02-05,1.1927008732736208,1.1910671403141864,1.1910684548897719,1.1920464422465151,1456
2004-02-06,1.1907165120574101,1.1893712460279742,1.1902849090578909,1.1897444550916705,2549
2004-02-09,1.1904825464929831,1.1898044725054688,1.1884088024632617,1.1904958511283619,3797
2004-02-10,1.1886947517252044,1.1897587762802073,1.1869312524457294,1.1892945737485243,4507
2004-02-11,1.187152399253914,1.1882936298434947,1.1829504107566087,1.1887111862489377,1365
2004-02-12,1.1883271462926184,1.1868690898390097,1.184256413160232,1.187507773024479,3448
2004-02-13,1.1916362188759408,1.1945292733864434,1.1897261232768401,1.1912123293934969,3621
2004-02-16,1.190219552311157,1.1946329221890473,1.1914258635373562,1.191185334944021,3529
2004-02-17,1.1885313394128125,1.1919685060828598,1.187482418382761,1.189069913086109,3157
2004-02-18,1.1902482440983642,1.1927630008214842,1.1890618109904827,1.1907150029103155,4066
2004-02-19,1.1867903311783912,1.1894588017419325,1.1882999417883848,1.1882733156103735,3453
2004-02-20,1.187873360403778,1.1886969814190511,1.1861235800068772,1.188691042800383,3356
2004-02-23,1.1836378721958172,1.1838653875431133,1.1865678985819872,1.1847717025526234,1159
2004-02-24,1.1817028514429386,1.183841321861692,1.1816041301259017,1.1821153304548266,1843
2004-02-25,1.181770355428235,1.1811617921414712,1.1803973360079298,1.1825090529265647,3102
2004-02-26,1.182358981165689,1.1829981442282047,1.1835611543817397,1.1839859860865556,3808
2004-02-27,1.1863513128795051,1.1876345491613451,1.1837422314557942,1.1843287226489356,2999
2004-03-01,1.1853499668151883,1.1888987241676032,1.1833729978065435,1.184097426084159,3303
2004-03-02,1.1827161992714605,1.1852818089693136,1.184166421174356,1.1834952186929806,3581
2004-03-03,1.1808105961088993,1.183751089016835,1.1771903728490973,1.1805381747122456,3469
2004-03-04,1.1795159513852775,1.1796067896605684,1.180134561639302,1.1790984862954563,3993
2004-03-05,1.1793682946083102,1.1765018603813613,1.1765408900987169,1.1781772087535367,2638
2004-03-08,1.1794728481793144,1.1825157964432116,1.1784641574094097,1.1802914532059745,4009
2004-03-09,1.1820707965690938,1.1831172684316515,1.1818759335875293,1.1809786897851113,3860
2004-03-10,1.176904704170179,1.1785959465821465,1.1763064009656246,1.177452609474386,3934
2004-03-11,1.176764915009007,1.1786160264969654,1.178920041758665,1.1781007774131755,3311
2004-03-12,1.1780547494116573,1.180255034009505,1.173548527902231,1.1773306128523429,3795
2004-03-15,1.1772675272758535,1.1750053027848761,1.1772543347256834,1.175976768851731,3880
2004-03-16,1.1797880304029436,1.1766525602716316,1.1775079156178767,1.1772001214294128,1232
2004-03-17,1.1780623952093146,1.1782459074608838,1.1807105704911158,1.1792621204744047,3727
2004-03-18,1.1818236003977178,1.1822946266379086,1.1828400781663722,1.181124680712637,1232
2004-03-19,1.1790364444223982,1.1782704596419733,1.1752638150844272,1.1794462456661918,4588
2004-03-22,1.1796111796250133,1.1784593365534588,1.1767422715666642,1.1788278209144893,4116
2004-03-23,1.1780198582260653,1.179078836652842,1.1782097609258955,1.1794903477772964,1557
2004-03-24,1.1801786682558426,1.1819202213668734,1.181754591958235,1.1814414380315412,4747
2004-03-25,1.1797072147326841,1.1785083406630428,1.1776678659337572,1.1804830895558507,3960
2004-03-26,1.1801907356481909,1.1812861815865974,1.1807602164812578,1.180111771602523,3728
2004-03-29,1.1772580203879726,1.1813937089558402,1.1753118230658506,1.1778991016545108,2949
2004-03-30,1.176165742750263,1.1767776711509832,1.176251710959561,1.1755066884063496,2459
2004-03-31,1.1781586346693957,1.1812143823407404,1.1774207554548892,1.1771317400511379,1334
2004-04-01,1.1804437976495248,1.1835122164800334,1.1773276553360437,1.1798442201082795,3451
2004-04-02,1.1813189875047798,1.1822556699596145,1.1769725451768074,1.1797001998651189,4235
2004-04-05,1.1821230922903583,1.1828566373461766,1.1795123197931094,1.181707265660903,1255
2004-04-06,1.1812136410006582,1.183475538487489,1.1835298859425119,1.1824305377109983,2089
2004-04-07,1.1825036747153264,1.1836678977465145,1.1810337519332337,1.181140298201788,4067
2004-04-08,1.1812579331771988,1.1820797481937968,1.1805492919304077,1.1818630894128048,3988
2004-04-09,1.1858495810454224,1.1821741210428018,1.185637724469557,1.1849391625457368,1771
2004-04-12,1.186441244684072,1.1868515185757227,1.1811255849472582,1.1848675104675168,1945
2004-04-13,1.1884534857898752,1.1867346605192748,1.1918006916670458,1.1879967977791448,2111
2004-04-14,1.1812611487578009,1.1818330251145845,1.1833147866017037,1.1827573075709654,4311
2004-04-15,1.183482900413206,1.1854015604757073,1.1844202455854556,1.1844011125797158,1310
2004-04-16,1.1858979511830772,1.1853849569610853,1.1892630940457356,1.184575206716192,2594
2004-04-19,1.1838080693296176,1.182153040802629,1.185769650275733,1.1839771920152604,3729
2004-04-20,1.1842402871032736,1.1854916966965976,1.1819101345432472,1.1841607135683314,2281
2004-04-21,1.1809444001552933,1.1831178550608519,1.1791250084660239,1.1801855757391297,2581
2004-04-22,1.180442554825535,1.178489548822923,1.1755999599193687,1.1797462319634546,4585
2004-04-23,1.1807392569188635,1.1840054237681756,1.1763700042147085,1.180460457106478,4505
2004-04-26,1.1832075768247408,1.1812959035457011,1.1815501524387533,1.1834162451959611,3176
2004-04-27,1.1820670363136814,1.1876143530481558,1.1807532282614124,1.1823797047594138,3828
2004-04-28,1.181620616378919,1.1809401966926605,1.1796308553364696,1.1807627175536275,3373
2004-04-29,1.1803127729975262,1.181050437460112,1.1840693675022174,1.1797592034664584,1789
2004-04-30,1.1813327077012448,1.1788059405568914,1.1833791267285148,1.1815900077018626,3064
2004-05-03,1.1833296222341751,1.1831232377882435,1.181046158914984,1.182247509921182,3746
2004-05-04,1.181058955398518,1.1826449538690842,1.1789559380961525,1.181187989513648,4056
2004-05-05,1.18136286220554,1.1830422001716756,1.1806351847555983,1.1822145243798745,1341
2004-05-06,1.1816497087796674,1.182282517324466,1.1831936094140019,1.1824086794785706,2002
2004-05-07,1.1833672286233266,1.1834528404225806,1.1814711568946974,1.1843459694596363,1837
2004-05-10,1.1826694532552782,1.1862029165109564,1.1789769752143726,1.1829418632718818,1627
2004-05-11,1.1835202632570225,1.1833481532486823,1.1794105597781037,1.1822865389786863,3818
2004-05-12,1.1806972274913914,1.1855838274254555,1.178523124013241,1.181502322672422,3925
2004-05-13,1.1787637685371757,1.1785223280665678,1.1786937443720682,1.1785752927761577,2272
2004-05-14,1.1785108439846592,1.1792979439435423,1.176015665084885,1.1791675333302867,1709
2004-05-17,1.179429334833375,1.1823208323638388,1.178398126595991,1.1796896438746465,3896
2004-05-18,1.1781898295759463,1.1774539208639245,1.1776767597308875,1.1796998707879316,1738
2004-05-19,1.1790101582920247,1.1778037698008754,1.1774998328355317,1.1792306965211812,3224
2004-05-20,1.1762062496572754,1.1795949249797866,1.175642929247961,1.1763999550370803,2778
2004-05-21,1.1760989523355854,1.1742147965331033,1.1762786693417944,1.1755586643915497,1945
2004-05-24,1.1750965162717515,1.172235133327891,1.174037508685604,1.174873235358496,3404
2004-05-25,1.1720702886951009,1.1780057351961992,1.1702951575850873,1.173268680820053,1494
2004-05-26,1.1740303076407643,1.1711584741009724,1.1728290610073466,1.1729461093967208,1034
2004-05-27,1.173964514150572,1.175122449907006,1.1709675165851336,1.1737542111103498,2430
2004-05-28,1.1777249764299484,1.1786647532982195,1.1750524415715358,1.177526582912771,2991
2004-05-31,1.1778665561850494,1.1732544819051984,1.1774736133324744,1.1778757385384346,4718
2004-06-01,1.177873081872658,1.1788562052735445,1.174613239112641,1.17839083931988,1817
2004-06-02,1.1784597498280966,1.1801387739873062,1.1779530408307293,1.1782419474883479,1009
2004-06-03,1.1748799934936784,1.1761130238207875,1.1703853113325244,1.1744044050577498,1985
2004-06-04,1.1726044816155057,1.1771584186744581,1.1724831233437694,1.1743513773068512,4766
2004-06-07,1.1739330768893872,1.1746968550969226,1.1735035695636404,1.1744718377267334,2737
2004-06-08,1.1791433749813003,1.1818233308358883,1.1801739247123793,1.179398321951704,3578
2004-06-09,1.179269770627836,1.1786349418859814,1.1781901204824117,1.1790136000221416,2558
2004-06-10,1.1808100057127362,1.1777957598739834,1.1790242137337978,1.179616694706809,3142
2004-06-11,1.1787755303528016,1.177951814416036,1.1810638639379003,1.1795472711673984,3623
2004-06-14,1.1767119532453414,1.1752856941817684,1.1766451459375946,1.1772099150921593,1449
2004-06-15,1.178983026610543,1.1825147326569718,1.1801031670813835,1.1794955607211894,2243
